	 78	0.33610	What is the famous first line of Moby Dick?	Call me Ishmael.		
	199	0.33610	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	188	0.29122	To whom did Melville dedicate Moby Dick?	Nathaniel Hawthorne	123	
	125	0.26056	Which body part has Ahab lost to Moby Dick?	His leg		

65	What happens to Ahab's fake leg during his fight with Moby Dick?	It's snapped off	99
	 99	0.38756	What was Ahab using to attack Moby Dick when he lost his leg?	A knife		
	106	0.38756	When Ahab insists on climbing the mast to be the first to see Moby Dick, what happens to his hat?	A hawk steals it		
	149	0.35548	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 42	0.29411	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	
	125	0.26056	Which body part has Ahab lost to Moby Dick?	His leg		
	 13	0.25214	From what is Ahab's false leg made?	A whale's jawbone	68	

66	What is "brit"?	Tiny sea creatures that whales eat	182

67	What is Ahab's single fatal flaw?	Hubris	89
	 89	0.60297	What is the source of Ahab's fatal flaw?	The damage he's suffered	67	
	  7	0.22029	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 79	0.22029	What is the name of Ahab's harpooner?	Fedallah		
	 80	0.22029	What is the name of Ahab's ship?	The Pequod		
	 81	0.22029	What is the name of Ahab's wife?	She is nameless		
	131	0.22029	Who are Ahab's mates?	Starbuck, Stubbs, Flask		

68	What is Captain Ahab's artificial leg made of?	Ivory	13
	137	0.57974	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	 13	0.41121	From what is Ahab's false leg made?	A whale's jawbone	68	
	 47	0.26056	What does Fedallah prophesize will kill Captain Ahab?	Hemp	44	
	185	0.26056	Who warns Ishmael of Captain Ahab as 'Old Thunder'?	Elijah	141	
	131	0.22029	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	  7	0.22029	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	

69	What is Fedallah's turban made of?	His own hair	27
	 27	1.00000	Out of what is Fedallah's turban made?	His hair	69	
	143	0.57974	Who is Fedallah?	Strange, "oriental" old Parsee; Ahab's harpooner and personal prophet	47	
	195	0.22029	Who wears a turban made of his own hair?	Fedallah's		
	 47	0.17579	What does Fedallah prophesize will kill Captain Ahab?	Hemp	44	
	 44	0.17579	What does Ahab recognize as the "first hearse" of Fedallah's prophecy?	Fedallah lashed to Moby Dick	47	
	  0	0.12160	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	

70	What is Flask's nickname?	King-Post	144
	144	0.57974	Who is Flask?	Third mate of the Pequod; from Martha's Vineyard	70	

71	What is Ishmael constantly trying to pin down throughout the novel?	The essence of whales	147
	147	0.33518	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 88	0.25233	What is the ship that rescues Ishmael at the end of the novel?	Rachel	190	
	159	0.15064	Who is telling the story in the novel?	Ishmael	71	
	 64	0.12736	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	
	 82	0.12736	What is the name of Ishmael's unlikely roommate and bedfellow?	Queequeg		
	 92	0.12736	What keeps Ishmael afloat after the Pequod sinks?	A coffin	128	

72	What is a "gam"?	184	A social meeting of two, or more, whaling ships at sea

73	What is a "specksynder"?	Chief Harpooner	34
	 34	0.27894	There once was a time when the "specksynder" or chief harpooner served as what?	The captain of the vessel	73	

74	What is cetology?	The study of whales	

75	What is the "doubloon" offered for?	The first man to spot Moby Dick	
	169	0.26056	Who wins the doubloon from the mast?	Ahab	106	
	 29	0.19431	Pip describes the doubloon on the mast as the ship's what?	Navel	45	
	 45	0.16171	What does Ahab see when he studies the gold doubloon nailed to the mast?	Himself	42	

76	What is the Pequod named after?	An extinct Massachusetts Indian tribe	
	164	1.00000	Who owns the Pequod?	Bildad and Peleg	135	
	 36	0.57974	What are the mates' names on the Pequod?	Starbuck, Stubbs, Flask	162	
	179	0.57974	With what is the Pequod adorned?	Sperm whale teeth	18	
	 18	0.57974	How is the Pequod decorated?	With whale bones	179	
	162	0.44944	Who is the second mate on the Pequod?	Stubb	84	
	 17	0.44944	How does the Pequod sink?	She is rammed by Moby Dick. 	92	

77	What is the biblical subject of Father Mapple's sermon at the Whaleman's Chapel?	Jonah	
	163	0.63481	Who is the subject of Father Mapple's sermon?	Jonah	77	
	124	0.45027	Which biblical figure is the focus of Father Mapple's sermon?	Jonah		
	142	0.41036	Who is Father Mapple?	The chaplain (in New Bedford) who gives a moving sermon based on the Biblical story of Jonah and the whale in the Whalemen's chapel.	163	
	  5	0.06805	After his father's death, where was thirteen-year-old Herman Melville forced to find work?	At a bank	20	

78	What is the famous first line of Moby Dick?	Call me Ishmael.	
	149	0.57974	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 64	0.33610	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	
	199	0.33610	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	188	0.29122	To whom did Melville dedicate Moby Dick?	Nathaniel Hawthorne	123	
	125	0.26056	Which body part has Ahab lost to Moby Dick?	His leg		
	107	0.23790	When Ahab realizes that Moby Dick is now chasing him, what does he say?	That's bad		

79	What is the name of Ahab's harpooner?	Fedallah	
	 37	0.57974	What causes Ahab's harpoon to flicker with fire?	Atmospheric static	105	
	134	0.50233	Who is Ahab's personal harpooner and spiritual guide?	Fedallah		
	105	0.46510	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	131	0.33610	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	  7	0.33610	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	137	0.33610	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	

80	What is the name of Ahab's ship?	The Pequod	
	  7	1.00000	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	131	0.33610	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	137	0.33610	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	 79	0.33610	What is the name of Ahab's harpooner?	Fedallah		
	 81	0.33610	What is the name of Ahab's wife?	She is nameless		
	 87	0.33610	What is the name of the ship in the story?	The Pequod		

81	What is the name of Ahab's wife?	She is nameless	
	  7	0.33610	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 79	0.33610	What is the name of Ahab's harpooner?	Fedallah		
	 80	0.33610	What is the name of Ahab's ship?	The Pequod		
	137	0.33610	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	131	0.33610	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	  9	0.27461	Because Pip's insane rantings move Ahab, Ahab gives Pip what?	The captain's quarters	63	

82	What is the name of Ishmael's unlikely roommate and bedfellow?	Queequeg	
	147	0.37998	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	  4	0.18436	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads	100	
	 64	0.14438	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	
	 92	0.14438	What keeps Ishmael afloat after the Pequod sinks?	A coffin	128	
	 71	0.12736	What is Ishmael constantly trying to pin down throughout the novel?	The essence of whales	147	
	 14	0.12736	How do live whales smell, according to Ishmael?	Pleasantly musky	2	

	 30	1.00000	Queequeg is a native of what island?	Kokovoko	83	
	153	0.44944	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	100	0.35630	What was Queequeg on his home island?	A prince	153	
	  4	0.21289	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads	100	
	 39	0.20199	What covers Queequeg's skin?	Tattoos	153	
	 16	0.20199	How does Queequeg shave?	With a harpoon	178	

84	What is the name of the Second Mate?	Stubb	162
	197	1.00000	Who are the first, second, and third mates?	Starbuck, Stubbs, Flask		
	162	0.70930	Who is the second mate on the Pequod?	Stubb	84	
	 33	0.57974	The name of the First Mate is?	Starbuck	85	
	 85	0.57974	What is the name of the Third Mate?	Flask	193	
	193	0.57974	Who is the third mate?	Flask	85	
	131	0.33610	Who are Ahab's mates?	Starbuck, Stubbs, Flask		

85	What is the name of the Third Mate?	Flask	193
	 33	1.00000	The name of the First Mate is?	Starbuck	85	
	193	1.00000	Who is the third mate?	Flask	85	
	131	0.57974	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	 84	0.57974	What is the name of the Second Mate?	Stubb	162	
	197	0.57974	Who are the first, second, and third mates?	Starbuck, Stubbs, Flask		
	 36	0.57974	What are the mates' names on the Pequod?	Starbuck, Stubbs, Flask	162	

86	What is the name of the inn Ishmael stays at on the mainland before the voyage?	The Spouter Inn	
	147	0.30322	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 93	0.18443	What mainland city does Ishmael, the book's narrator, ship out from?	New Bedford	122	
	 64	0.11522	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	
	 82	0.11522	What is the name of Ishmael's unlikely roommate and bedfellow?	Queequeg		
	 28	0.11522	Over the course of the voyage, Ahab destroys all of what?	The navigation equipment	137	
	 92	0.11522	What keeps Ishmael afloat after the Pequod sinks?	A coffin	128	

87	What is the name of the ship in the story?	The Pequod	
	190	0.44944	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	 94	0.35548	What real ship, attacked and sunk by a sperm whale, inspired Melville's story?	The Essex		
	  7	0.33610	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 80	0.33610	What is the name of Ahab's ship?	The Pequod		
	159	0.26056	Who is telling the story in the novel?	Ishmael	71	
	 95	0.26056	What religion are the owners of the ship?	Quakers	164	

88	What is the ship that rescues Ishmael at the end of the novel?	Rachel	190
	147	0.33518	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 71	0.25233	What is Ishmael constantly trying to pin down throughout the novel?	The essence of whales	147	
	190	0.22576	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	122	0.22576	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	 35	0.20614	To what does Ishmael liken the experience of shipping aboard a whaler?	Committing suicide	122	
	 93	0.20614	What mainland city does Ishmael, the book's narrator, ship out from?	New Bedford	122	

89	What is the source of Ahab's fatal flaw?	The damage he's suffered	67
	 67	0.60297	What is Ahab's single fatal flaw?	Hubris	89	
	  7	0.22029	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 79	0.22029	What is the name of Ahab's harpooner?	Fedallah		
	 80	0.22029	What is the name of Ahab's ship?	The Pequod		
	 81	0.22029	What is the name of Ahab's wife?	She is nameless		
	137	0.22029	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	

