0	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94
	170	0.20273	Why are whaling ships always well-lit?	Free access to oil		
23	Ishmael decides he likes the fact that Queequeg is a pagan because Queequeg lacks a Christian's what?	Hollow courtesies	153
	153	0.20985	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		
	  4	0.16196	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads	100	

24	Ishmael likens the right whale to a stoic philosopher and the sperm whale to what other kind of philosopher? 	Platonic	0
	  0	0.17456	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	

25	Ishmael reflects that traveling around the world to hunt whales really amounts to what?	Going in circles	12
	 12	0.16610	For what were whales primarily hunted?	Oil	98	
	187	0.16610	What is the world capital of whaling?	Nantucket	171	
	 52	0.15898	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	147	0.15777	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	

26	Ishmael thinks Buckington is fated to die at sea, but that such a death will transform Buckington into what?	God	174

27	Out of what is Fedallah's turban made?	His hair	69
	143	0.30957	Who is Fedallah?	Strange, "oriental" old Parsee; Ahab's harpooner and personal prophet	47	
	195	0.16469	Who wears a turban made of his own hair?	Fedallah's		

28	Over the course of the voyage, Ahab destroys all of what?	The navigation equipment	137

29	Pip describes the doubloon on the mast as the ship's what?	Navel	45
	169	0.20148	Who wins the doubloon from the mast?	Ahab	106	
	152	0.18337	Who is Pip?	The cabin boy on the Pequod. He is a young Negro who is very nervous and quiet by temperament and loses his mind when he has been abandoned in the sea for awhile.  He becomes half idiot-half prophet.		

30	Queequeg is a native of what island?	Kokovoko	83
	100	0.20148	What was Queequeg on his home island?	A prince	153	

31	The crew believes that they saw mermaids in the night, but Ahab says that there were actually what?	Seals	112

32	The fact that Ahab is using the Pequod for a different purpose than its owners intended means he could be charged with what?	Usurpation	117

33	The name of the First Mate is?	Starbuck	85
	193	0.50000	Who is the third mate?	Flask	85	
	 85	0.50000	What is the name of the Third Mate?	Flask	193	
	 84	0.30957	What is the name of the Second Mate?	Stubb	162	
	162	0.24347	Who is the second mate on the Pequod?	Stubb	84	

34	There once was a time when the "specksynder" or chief harpooner served as what?	The captain of the vessel	73
	 73	0.16278	What is a "specksynder"?	Chief Harpooner	34	

35	To what does Ishmael liken the experience of shipping aboard a whaler?	Committing suicide	122
	122	0.17456	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	190	0.17456	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	 93	0.15898	What mainland city does Ishmael, the book's narrator, ship out from?	New Bedford	122	
	147	0.15777	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	

36	What are the mates' names on the Pequod?	Starbuck, Stubbs, Flask	162
	164	0.30957	Who owns the Pequod?	Bildad and Peleg	135	
	 76	0.30957	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
	 18	0.19166	How is the Pequod decorated?	With whale bones	179	
	179	0.19166	With what is the Pequod adorned?	Sperm whale teeth	18	
	 17	0.15074	How does the Pequod sink?	She is rammed by Moby Dick. 	92	

37	What causes Ahab's harpoon to flicker with fire?	Atmospheric static	105
	 79	0.30957	What is the name of Ahab's harpooner?	Fedallah		
	134	0.16756	Who is Ahab's personal harpooner and spiritual guide?	Fedallah		
	105	0.15534	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	137	0.15478	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	

38	What color does Ishmael think is horrible, unnatural and threatening when on an animal?	White	175
	 54	0.20840	What does Ishmael think men and animals should be judged on, rather than their brains?	Their spines		
	175	0.16134	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	

39	What covers Queequeg's skin?	Tattoos	153
	153	0.20569	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner. Despite his religion and customs, he is able to develop a bond with Ishmael. Queequeg accompanies Ishmael on the whaling voyage to the Pacific and dies when the ship sinks.		

40	What do the crew find in an old, blind, growth-covered whale that they kill?	A stone harpoon head	59
	130	0.15074	Which was the first team to kill a whale?	Stubb and Tashtego		

41	What does Ahab carry in his pocket?	Vial of Nantucket sand	103
	103	0.21403	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	 42	0.18464	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	

42	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106
	106	0.21115	When Ahab insists on climbing the mast to be the first to see Moby Dick, what happens to his hat?	A hawk steals it		
	103	0.19153	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool		
	 41	0.18464	What does Ahab carry in his pocket?	Vial of Nantucket sand	103	
	 65	0.16857	What happens to Ahab's fake leg during his fight with Moby Dick?	It's snapped off	99	
	 99	0.16857	What was Ahab using to attack Moby Dick when he lost his leg?	A knife		
	 45	0.15567	What does Ahab see when he studies the gold doubloon nailed to the mast?	Himself	42	

43	What does Ahab promise to the first man who spots Moby Dick?	A gold doubloon	42
	107	0.22660	When Ahab realizes that Moby Dick is now chasing him, what does he say?	That's bad		
	105	0.20621	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	149	0.19357	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	125	0.17456	Which body part has Ahab lost to Moby Dick?	His leg		

44	What does Ahab recognize as the "first hearse" of Fedallah's prophecy?	Fedallah lashed to Moby Dick	47
	 47	0.17746	What does Fedallah prophesize will kill Captain Ahab?	Hemp	44	

45	What does Ahab see when he studies the gold doubloon nailed to the mast?	Himself	42
	169	0.17138	Who wins the doubloon from the mast?	Ahab	106	
	 42	0.15567	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	

46	What does Captain Boomer want to do since Moby Dick took his arm?	Avoid Moby Dick	138
	138	0.17635	Who is Captain Boomer?	One-armed English whaling captain; master of the Samuel Enderby	46	

47	What does Fedallah prophesize will kill Captain Ahab?	Hemp	44
	137	0.23519	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	198	0.21503	With what does Starbuck consider killing Ahab?	Musket		
	 44	0.17746	What does Ahab recognize as the "first hearse" of Fedallah's prophecy?	Fedallah lashed to Moby Dick	47	
	143	0.17216	Who is Fedallah?	Strange, "oriental" old Parsee; Ahab's harpooner and personal prophet	47	
	 68	0.15074	What is Captain Ahab's artificial leg made of?	Ivory	13	

48	What does Ishmael call the mysterious spout of water that leads the crew onward, but never turns into a whale?	Spirt-spout	
	175	0.20148	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	 50	0.15929	What does Ishmael claim is the most famous part of a whale?	Its tail	175	

49	What does Ishmael claim is the major difference between male and female whales?	Males abandon injured comrades	50
	 50	0.26940	What does Ishmael claim is the most famous part of a whale?	Its tail	175	
	122	0.16598	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	175	0.16598	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	 52	0.15117	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	147	0.15046	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	

50	What does Ishmael claim is the most famous part of a whale?	Its tail	175
	 49	0.26940	What does Ishmael claim is the major difference between male and female whales?	Males abandon injured comrades	50	
	175	0.21503	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	122	0.21503	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	 52	0.19584	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183	
	147	0.19137	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	121	0.18102	Where does Ishmael keep a record of whale dimensions that he measured from a skeleton in Tranque?	Tattooed on his arm		

51	What does Ishmael compare to the huge case of high-quality oil in a sperm whale's head?	A massive wine barrel	
	 50	0.15929	What does Ishmael claim is the most famous part of a whale?	Its tail	175	

52	What does Ishmael decide he needs to do after seeing how dangerous a whale hunt can be?	Rewrite his will	183
	 50	0.19584	What does Ishmael claim is the most famous part of a whale?	Its tail	175	
	183	0.18717	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	
	122	0.17456	Where does Ishmael want to go to find a berth on a whaling ship?	Nantucket		
	175	0.17456	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	 12	0.16610	For what were whales primarily hunted?	Oil	98	
	 25	0.15898	Ishmael reflects that traveling around the world to hunt whales really amounts to what?	Going in circles	12	

53	What does Ishmael have tattooed on his forearm?	The dimensions of a whale	
	 50	0.15350	What does Ishmael claim is the most famous part of a whale?	Its tail	175	

54	What does Ishmael think men and animals should be judged on, rather than their brains?	Their spines	
	 38	0.20840	What color does Ishmael think is horrible, unnatural and threatening when on an animal?	White	175	
	175	0.17456	Why does Ishmael think whales are so mysterious?	They're always mostly hidden	174	
	147	0.15319	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	

55	What does Ishmael use as a life buoy?	Queequeg's coffin	
	147	0.18337	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 22	0.15350	In what state does Ishmael meet Queequeg?	Massachusetts	4	

56	What does Pip do the first time he goes out whaling and a whale bumps the bottom of the boat?	Jumps out in fear	
	 90	0.16756	What is the study of whales called?	Cetology	12	
	182	0.16756	What do whales eat?	Plankton and other brit		
	 50	0.15896	What does Ishmael claim is the most famous part of a whale?	Its tail	175	

57	What does Queequeg do when the bumpkin that was mocking him falls into the ocean?	Dives in after him	
	111	0.22747	When Queequeg falls ill, what does he do?	Have his coffin made		
	 16	0.16610	How does Queequeg shave?	With a harpoon	178	
	178	0.16610	With what does Queequeg sleep?	His harpoon	16	

58	What does the Delight drop into the water as the Pequod passes by?	A dead body	
	 17	0.18125	How does the Pequod sink?	She is rammed by Moby Dick. 	92	
	164	0.16626	Who owns the Pequod?	Bildad and Peleg	135	
	 76	0.16626	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
	115	0.15074	When does the Pequod set sail?	Christmas Day		

59	What does the crew look for to indicate the presence of a whale?	Spouts	48

60	Which two characters consider shooting each the other with guns?	Ahab and Starbuck	

61	What does the mincer wear when slicing pieces of blubber for the pots?	A whale-penis pelt	186
	186	0.34256	Who wears a whale-penis pelt while slicing pieces of blubber for the pots?	The mincer	61	

62	What does the scar on Ahab's cheek resemble?	A lightning bolt	192
	192	0.26820	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek	62	

63	What experience catalyzed Pip and Ahab's close companionship?	Pip's near-drowning	9
	  9	0.17201	Because Pip's insane rantings move Ahab, Ahab gives Pip what?	The captain's quarters	63	

64	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149
	 78	0.20393	What is the famous first line of Moby Dick?	Call me Ishmael.		
	199	0.19166	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	188	0.16756	To whom did Melville dedicate Moby Dick?	Nathaniel Hawthorne	123	
	125	0.15074	Which body part has Ahab lost to Moby Dick?	His leg		

65	What happens to Ahab's fake leg during his fight with Moby Dick?	It's snapped off	99
	 99	0.21863	What was Ahab using to attack Moby Dick when he lost his leg?	A knife		
	106	0.21863	When Ahab insists on climbing the mast to be the first to see Moby Dick, what happens to his hat?	A hawk steals it		
	149	0.17463	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 42	0.16857	What does Ahab nail to the ship's mast to motivate his crew in his quest for Moby Dick?	A gold coin	106	
	125	0.15856	Which body part has Ahab lost to Moby Dick?	His leg		

66	What is "brit"?	Tiny sea creatures that whales eat	182

67	What is Ahab's single fatal flaw?	Hubris	89
	 89	0.32547	What is the source of Ahab's fatal flaw?	The damage he's suffered	67	

68	What is Captain Ahab's artificial leg made of?	Ivory	13
	137	0.31153	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	 13	0.23046	From what is Ahab's false leg made?	A whale's jawbone	68	
	185	0.15074	Who warns Ishmael of Captain Ahab as 'Old Thunder'?	Elijah	141	
	 47	0.15074	What does Fedallah prophesize will kill Captain Ahab?	Hemp	44	

69	What is Fedallah's turban made of?	His own hair	27
	143	0.30957	Who is Fedallah?	Strange, "oriental" old Parsee; Ahab's harpooner and personal prophet	47	
	195	0.16469	Who wears a turban made of his own hair?	Fedallah's		

70	What is Flask's nickname?	King-Post	144
	144	0.30957	Who is Flask?	Third mate of the Pequod; from Martha's Vineyard	70	

71	What is Ishmael constantly trying to pin down throughout the novel?	The essence of whales	147

72	What is a "gam"?	A social meeting of two, or more, whaling ships at sea	184

73	What is a "specksynder"?	Chief Harpooner	34
	 34	0.16278	There once was a time when the "specksynder" or chief harpooner served as what?	The captain of the vessel	73	

74	What is cetology?	The study of whales	

75	What is the "doubloon" offered for?	The first man to spot Moby Dick	
	169	0.15074	Who wins the doubloon from the mast?	Ahab	106	

76	What is the Pequod named after?	An extinct Massachusetts Indian tribe	
	164	0.50000	Who owns the Pequod?	Bildad and Peleg	135	
	 36	0.30957	What are the mates' names on the Pequod?	Starbuck, Stubbs, Flask	162	
	179	0.30957	With what is the Pequod adorned?	Sperm whale teeth	18	
	 18	0.30957	How is the Pequod decorated?	With whale bones	179	
	162	0.24347	Who is the second mate on the Pequod?	Stubb	84	
	 17	0.24347	How does the Pequod sink?	She is rammed by Moby Dick. 	92	

77	What is the biblical subject of Father Mapple's sermon at the Whaleman's Chapel?	Jonah	

78	What is the famous first line of Moby Dick?	Call me Ishmael.	
	149	0.26901	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.		
	 64	0.20393	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale	149	
	199	0.19166	Who are the Quaker characters in Moby Dick?	Starbuck, Peleg, and Bildad		
	188	0.16756	To whom did Melville dedicate Moby Dick?	Nathaniel Hawthorne	123	
	125	0.15074	Which body part has Ahab lost to Moby Dick?	His leg		

79	What is the name of Ahab's harpooner?	Fedallah	
	 37	0.30957	What causes Ahab's harpoon to flicker with fire?	Atmospheric static	105	
	105	0.25091	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes		
	137	0.21890	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	 80	0.19166	What is the name of Ahab's ship?	The Pequod		
	 81	0.19166	What is the name of Ahab's wife?	She is nameless		
	131	0.19166	Who are Ahab's mates?	Starbuck, Stubbs, Flask		

80	What is the name of Ahab's ship?	The Pequod	
	  7	0.50000	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 81	0.19166	What is the name of Ahab's wife?	She is nameless		
	131	0.19166	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	 79	0.19166	What is the name of Ahab's harpooner?	Fedallah		
	161	0.17419	Who is the only crewmate who opposes Ahab's plan to devote the ship's mission to hunt the White Whale?	Starbuck		
	  9	0.15848	Because Pip's insane rantings move Ahab, Ahab gives Pip what?	The captain's quarters	63	

81	What is the name of Ahab's wife?	She is nameless	
	137	0.21890	Who is Captain Ahab?	The dark, brooding, peg-legged captain of the ship, the Pequod, and the protagonist of the novel. His entire motivation in the book is to find and kill Moby Dick, the whale that  caused him to lose his leg.	68	
	 80	0.19166	What is the name of Ahab's ship?	The Pequod		
	131	0.19166	Who are Ahab's mates?	Starbuck, Stubbs, Flask		
	  7	0.19166	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	 79	0.19166	What is the name of Ahab's harpooner?	Fedallah		
	  9	0.15848	Because Pip's insane rantings move Ahab, Ahab gives Pip what?	The captain's quarters	63	

82	What is the name of Ishmael's unlikely roommate and bedfellow?	Queequeg	
	147	0.20714	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	

83	What is the name of Queequeg's native island?	Kokovoko	30
	100	0.20148	What was Queequeg on his home island?	A prince	153	

84	What is the name of the Second Mate?	Stubb	162
	 33	0.30957	The name of the First Mate is?	Starbuck	85	
	 85	0.30957	What is the name of the Third Mate?	Flask	193	
	193	0.30957	Who is the third mate?	Flask	85	

85	What is the name of the Third Mate?	Flask	193
	 33	0.50000	The name of the First Mate is?	Starbuck	85	
	 84	0.30957	What is the name of the Second Mate?	Stubb	162	
	162	0.24347	Who is the second mate on the Pequod?	Stubb	84	

86	What is the name of the inn Ishmael stays at on the mainland before the voyage?	The Spouter Inn	
	147	0.17216	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	

87	What is the name of the ship in the story?	The Pequod	
	190	0.24347	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	
	 94	0.19417	What real ship, attacked and sunk by a sperm whale, inspired Melville's story?	The Essex		
	  7	0.19166	After what is Ahab's ship named?	An extinct Native American tribe in Massachusetts	80	
	200	0.15478	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story 		
	159	0.15074	Who is telling the story in the novel?	Ishmael	71	
	 95	0.15074	What religion are the owners of the ship?	Quakers	164	

88	What is the ship that rescues Ishmael at the end of the novel?	Rachel	190
	147	0.20052	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	190	0.15093	How does the ship Rachel figure in Ishmael's story?	She rescues him in the end.	88	

89	What is the source of Ahab's fatal flaw?	The damage he's suffered	67
	 67	0.32547	What is Ahab's single fatal flaw?	Hubris	89	

90	What is the study of whales called?	Cetology	12
	182	0.19166	What do whales eat?	Plankton and other brit		
	183	0.16927	How dangerous is whaling?	Whaling was one of the most dangerous occupations of the 19th century	52	
	 56	0.16756	What does Pip do the first time he goes out whaling and a whale bumps the bottom of the boat?	Jumps out in fear		
	187	0.15074	What is the world capital of whaling?	Nantucket	171	
	 12	0.15074	For what were whales primarily hunted?	Oil	98	
	  0	0.15074	According to Fedallah, why should you hang a sperm whale's head on one side of a ship and a right whale's on the other?	Your boat won't capsize	94	

91	What is the term for a whale that has already been harpooned or marked by the crew of a specific ship?	Fast-fish	

92	What keeps Ishmael afloat after the Pequod sinks?	A coffin	128
	 17	0.23046	How does the Pequod sink?	She is rammed by Moby Dick. 	92	
	147	0.21890	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	71	
	 76	0.20714	What is the Pequod named after?	An extinct Massachusetts Indian tribe		
