176	What is the Pequod named after?	An extinct Massachusetts Indian tribe.	307
	397	0.00000	Which crewmember uses a turban made that is made from his own hair?	Fedallah.	295
	347	0.00000	In Fedallah's prophecy, what will kill Captain Ahab?	Hemp.	147
	147	0.00000	What does Fedallah prophesize will kill Captain Ahab?	Hemp.	347

249	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.	419
	419	0.99952	What about Moby Dick?	Moby Dick is a giant and elusive white sperm whale who serves as Captain Ahab's antagonist in the novel. Ahab's sworn purpose in life is to kill Moby Dick.	249
	353	0.00000	What's the name of the whaling ship in Moby Dick?	The Pequod.	180
	100	0.00000	Is Moby Dick alive or dead at the end of Moby Dick?	Alive.	351
	412	0.00000	What's the very first line in Moby Dick?	'Call me Ishmael.'	178
	178	0.00000	What is the famous first line of Moby Dick?	Call me Ishmael.	412
	164	0.00000	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale.	249

419	What about Moby Dick?	Moby Dick is a giant and elusive white sperm whale who serves as Captain Ahab's antagonist in the novel. Ahab's sworn purpose in life is to kill Moby Dick.	249
	249	0.99952	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.	419
	353	0.00000	What's the name of the whaling ship in Moby Dick?	The Pequod.	180
	100	0.00000	Is Moby Dick alive or dead at the end of Moby Dick?	Alive.	351
	412	0.00000	What's the very first line in Moby Dick?	'Call me Ishmael.'	178
	178	0.00000	What is the famous first line of Moby Dick?	Call me Ishmael.	412
	164	0.00000	What frightens Ishmael the most about Moby Dick?	The whiteness of the whale.	249

409	In which state is New Bedford located?	Massachusetts.	410
	410	0.99952	What state is New Bedford located in?	Massachusetts.	409
	122	0.00000	In what state does Ishmael meet Queequeg?	Massachusetts.	322
	304	0.00000	What does Ishmael's roommate Queequeg do for money in New Bedford?	He sells shrunken heads.	104
	370	0.00000	With whome does Ishmael share a bed in New Bedford?	Queequeg.	182
	101	0.00000	According to Ishmael, what is the wealth of New Bedford built upon?	Whale oil.	301
	200	0.00000	What was Queequeg on his home island?	A prince.	253

410	What state is New Bedford located in?	Massachusetts.	409
	409	0.99952	In which state is New Bedford located?	Massachusetts.	410
	122	0.00000	In what state does Ishmael meet Queequeg?	Massachusetts.	322
	304	0.00000	What does Ishmael's roommate Queequeg do for money in New Bedford?	He sells shrunken heads.	104
	370	0.00000	With whome does Ishmael share a bed in New Bedford?	Queequeg.	182
	101	0.00000	According to Ishmael, what is the wealth of New Bedford built upon?	Whale oil.	301
	200	0.00000	What was Queequeg on his home island?	A prince.	253

181	What is the name of Ahab's wife?	She is nameless.	374
	374	0.99952	What is Ahab's wife's name?	She isn't named.	181
	180	0.00000	What is the name of Ahab's ship?	The Pequod.	353
	179	0.00000	What is the name of Ahab's harpooner?	Fedallah.	234
	353	0.00000	What's the name of the whaling ship in Moby Dick?	The Pequod.	180
	133	0.00000	The name of the First Mate is?	Starbuck.	333
	187	0.00000	What is the name of the ship in the story?	The Pequod.	180

374	What is Ahab's wife's name?	She isn't named.	181
	181	0.99952	What is the name of Ahab's wife?	She is nameless.	374
	180	0.00000	What is the name of Ahab's ship?	The Pequod.	353
	179	0.00000	What is the name of Ahab's harpooner?	Fedallah.	234
	353	0.00000	What's the name of the whaling ship in Moby Dick?	The Pequod.	180
	133	0.00000	The name of the First Mate is?	Starbuck.	333
	187	0.00000	What is the name of the ship in the story?	The Pequod.	180

252	Who is Pip?	The cabin boy on the Pequod. He is a young Negro who is nervous and quiet by temperament and suffers a mental breakdown when left in the ocean for awhile. He becomes half idiot-half prophet.	422
	422	0.99952	What about Pip?	He is the Pequod's cabin boy, a young Negro who is very nervous and quiet by temperament and loses his mind when he has been abandoned in the sea for awhile. He becomes half idiot-half prophet.	252
	109	0.00000	Because Pip's insane rantings move Ahab, Ahab gives Pip what?	The captain's quarters.	309
	129	0.00000	Pip describes the doubloon on the mast as the ship's what?	Navel.	145
	309	0.00000	Why does Ahab give his quarters to the deranged Pip?	Pip moves him.	109
	388	0.00000	What does Pip do when scared by a whale bumping the whaling boat he's in?	He jumps overboard.	156
	163	0.00000	What experience catalyzed Pip and Ahab's close companionship?	Pip's near-drowning.	109

422	What about Pip?	He is the Pequod's cabin boy, a young Negro who is very nervous and quiet by temperament and loses his mind when he has been abandoned in the sea for awhile. He becomes half idiot-half prophet.	252
	252	0.99952	Who is Pip?	The cabin boy on the Pequod. He is a young Negro who is nervous and quiet by temperament and suffers a mental breakdown when left in the ocean for awhile. He becomes half idiot-half prophet.	422
	109	0.00000	Because Pip's insane rantings move Ahab, Ahab gives Pip what?	The captain's quarters.	309
	129	0.00000	Pip describes the doubloon on the mast as the ship's what?	Navel.	145
	309	0.00000	Why does Ahab give his quarters to the deranged Pip?	Pip moves him.	109
	388	0.00000	What does Pip do when scared by a whale bumping the whaling boat he's in?	He jumps overboard.	156
	163	0.00000	What experience catalyzed Pip and Ahab's close companionship?	Pip's near-drowning.	109

116	How does Queequeg shave?	With a harpoon.	316
	316	0.99952	With what does Queequeg shave?	With a harpoon.	116
	253	0.00000	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner, who becomes Ishmael's friend and crewmate. Queequeg dies when the ship sinks.	417
	322	0.00000	Where did Ishmael meet Queequeg?	New Bedford, Massachusetts.	122
	104	0.00000	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads.	304
	211	0.00000	When Queequeg falls ill, what does he do?	Have his coffin made.	360
	417	0.00000	What about the one named Queequeg?	He is a native of Kokovoko in the Fiji islands and an expert harpooner, and despite his religion and customs, he is develops a bond with Ishmael.	200

316	With what does Queequeg shave?	With a harpoon.	116
	116	0.99952	How does Queequeg shave?	With a harpoon.	316
	253	0.00000	Who is Queequeg?	A native of Kokovoko in the Fiji islands and an expert harpooner, who becomes Ishmael's friend and crewmate. Queequeg dies when the ship sinks.	417
	322	0.00000	Where did Ishmael meet Queequeg?	New Bedford, Massachusetts.	122
	104	0.00000	According to Peter Coffin, what is Queequeg out doing when Ishmael learns that Queequeg will be his roommate?	Selling shrunken heads.	304
	211	0.00000	When Queequeg falls ill, what does he do?	Have his coffin made.	360
	417	0.00000	What about the one named Queequeg?	He is a native of Kokovoko in the Fiji islands and an expert harpooner, and despite his religion and customs, he is develops a bond with Ishmael.	200

327	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story.	411
	411	0.99952	What happened to the whaling ship called The Essex?	It was rammed by a sperm whale and sank, leaving a single survivor to float at sea.	327
	190	0.00000	What is the study of whales called?	Cetology.	174
	281	0.00000	What happened when the Pequod neared Sunda? ?	Malaysian Pirates scared them away from the hunting grounds.	276
	353	0.00000	What's the name of the whaling ship in Moby Dick?	The Pequod.	180
	421	0.00000	What about the one called Peter Coffin?	He is the deathly-named innkeeper of the Spouter Inn at New Bedford.	251
	284	0.00000	What is it called when two or more whale ships meet at sea?	A 'gam'.	172

411	What happened to the whaling ship called The Essex?	It was rammed by a sperm whale and sank, leaving a single survivor to float at sea.	327
	327	0.99952	What happened to the whaling ship called The Essex?	It was attacked and sunk by a sperm whale, inspiring Melville's story.	411
	190	0.00000	What is the study of whales called?	Cetology.	174
	281	0.00000	What happened when the Pequod neared Sunda? ?	Malaysian Pirates scared them away from the hunting grounds.	276
	353	0.00000	What's the name of the whaling ship in Moby Dick?	The Pequod.	180
	421	0.00000	What about the one called Peter Coffin?	He is the deathly-named innkeeper of the Spouter Inn at New Bedford.	251
	284	0.00000	What is it called when two or more whale ships meet at sea?	A 'gam'.	172

217	When the Pequod meets other ships, what is Ahab's only interest?	Information about Moby Dick.	377
	377	0.99952	What is Ahab's only interest when the Pequod meets other ships?	Getting information about Moby Dick.	217
	284	0.00000	What is it called when two or more whale ships meet at sea?	A 'gam'.	172
	270	0.00000	Why are whaling ships always well-lit?	Free access to oil.	372
	372	0.00000	Why do whaling ships burn a lot of lamps?	They have lots of whale oil.	270
	176	0.00000	What is the Pequod named after?	An extinct Massachusetts Indian tribe.	307
	307	0.00000	What is the Pequod named after?	A dead Indian nation in the Massachusetts Colony.	107

377	What is Ahab's only interest when the Pequod meets other ships?	Getting information about Moby Dick.	217
	217	0.99952	When the Pequod meets other ships, what is Ahab's only interest?	Information about Moby Dick.	377
	284	0.00000	What is it called when two or more whale ships meet at sea?	A 'gam'.	172
	270	0.00000	Why are whaling ships always well-lit?	Free access to oil.	372
	372	0.00000	Why do whaling ships burn a lot of lamps?	They have lots of whale oil.	270
	176	0.00000	What is the Pequod named after?	An extinct Massachusetts Indian tribe.	307
	307	0.00000	What is the Pequod named after?	A dead Indian nation in the Massachusetts Colony.	107

117	How does the Pequod sink?	She is rammed by Moby Dick.	317
	317	0.99952	when does the Pequod sink?	After Moby Dick rams her.	117
	176	0.00000	What is the Pequod named after?	An extinct Massachusetts Indian tribe.	307
	307	0.00000	What is the Pequod named after?	A dead Indian nation in the Massachusetts Colony.	107
	318	0.00000	What decorates the Pequod?	Whale bones.	118
	183	0.00000	Who is the Pequod's Second Mate?	Stubb.	184
	262	0.00000	Who is the second mate on the Pequod?	Stubb.	183

153	What does Ishmael have tattooed on his forearm?	The dimensions of a whale.	375
	375	0.99952	What is tattooed on Ishmael's forearm?	The dimensions of a whale.	153
	247	0.00000	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	171
	376	0.00000	What keeps Ishmael from drowning?	Queequeg's coffin.	155
	162	0.00000	What does the scar on Ahab's cheek resemble?	A lightning bolt.	292
	192	0.00000	What keeps Ishmael afloat after the Pequod sinks?	A coffin.	228
	295	0.00000	Who wears a turban made of his own hair?	Fedallah.	397

245	Who is Fleece?	The old Negro cook on the ship. He has bad knees. Under Stubb's instructions, he preaches a sermon to the sharks hovering around the dead sperm whale which is tied to the ship's side.	415
	415	0.99952	What about Fleece?	He is the old Negro cook on the ship. He has bad knees. Under Stubb's instructions, he preaches a sermon to the sharks hovering around the dead sperm whale, tied to the ship's side.	245
	286	0.00000	Who wears a whale-penis pelt while slicing pieces of blubber for the pots?	The mincer.	161
	161	0.00000	What does the mincer wear when slicing pieces of blubber for the pots?	A whale-penis pelt.	286
	243	0.00000	Who is Fedallah?	Strange, 'oriental' old Parsee; Ahab's harpooner and personal prophet.	147
	334	0.00000	What is a 'specksynder'?	The chief harpooner and sometime captain.	134
	420	0.00000	What about Mrs. Hosea Hussey?	She is the wife of the innkeeper at 'Try Pots' Inn, Nantucket, who runs the affairs of the inn efficiently when her husband is away.	250

256	Who is Steel Kit?	The popular sailor on Town-Ho who leads a mutiny on board. He makes secret plans to kill Radney, the most hated mate on the Town-Ho.	426
	426	0.99952	What about Steel Kit?	He is a popular sailor who leads a mutiny onboard the Town-Ho. He secretly plans to kill Radney, the most hated mate on the Town-Ho.	256
	205	0.00000	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes.	358
	397	0.00000	Which crewmember uses a turban made that is made from his own hair?	Fedallah.	295
	358	0.00000	What material does Ahab give the blacksmith out of which to make a harpoon for Moby Dick?	Nails from racehorse shoes.	205
	197	0.00000	What shape does the ship's carpenter make Quequeeq's coffin?	A canoe.	400
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384

317	when does the Pequod sink?	After Moby Dick rams her.	117
	117	0.99952	How does the Pequod sink?	She is rammed by Moby Dick.	317
	176	0.00000	What is the Pequod named after?	An extinct Massachusetts Indian tribe.	307
	307	0.00000	What is the Pequod named after?	A dead Indian nation in the Massachusetts Colony.	107
	318	0.00000	What decorates the Pequod?	Whale bones.	118
	183	0.00000	Who is the Pequod's Second Mate?	Stubb.	184
	262	0.00000	Who is the second mate on the Pequod?	Stubb.	183

375	What is tattooed on Ishmael's forearm?	The dimensions of a whale.	153
	153	0.99952	What does Ishmael have tattooed on his forearm?	The dimensions of a whale.	375
	247	0.00000	Who is Ishmael?	The narrator of the novel and the only sailor to survive from the Pequod. He tells the entire story and actively participates in the drama that unfolds on Captain Ahab's whaling ship.	171
	376	0.00000	What keeps Ishmael from drowning?	Queequeg's coffin.	155
	162	0.00000	What does the scar on Ahab's cheek resemble?	A lightning bolt.	292
	192	0.00000	What keeps Ishmael afloat after the Pequod sinks?	A coffin.	228
	295	0.00000	Who wears a turban made of his own hair?	Fedallah.	397

415	What about Fleece?	He is the old Negro cook on the ship. He has bad knees. Under Stubb's instructions, he preaches a sermon to the sharks hovering around the dead sperm whale, tied to the ship's side.	245
	245	0.99952	Who is Fleece?	The old Negro cook on the ship. He has bad knees. Under Stubb's instructions, he preaches a sermon to the sharks hovering around the dead sperm whale which is tied to the ship's side.	415
	286	0.00000	Who wears a whale-penis pelt while slicing pieces of blubber for the pots?	The mincer.	161
	161	0.00000	What does the mincer wear when slicing pieces of blubber for the pots?	A whale-penis pelt.	286
	243	0.00000	Who is Fedallah?	Strange, 'oriental' old Parsee; Ahab's harpooner and personal prophet.	147
	334	0.00000	What is a 'specksynder'?	The chief harpooner and sometime captain.	134
	420	0.00000	What about Mrs. Hosea Hussey?	She is the wife of the innkeeper at 'Try Pots' Inn, Nantucket, who runs the affairs of the inn efficiently when her husband is away.	250

426	What about Steel Kit?	He is a popular sailor who leads a mutiny onboard the Town-Ho. He secretly plans to kill Radney, the most hated mate on the Town-Ho.	256
	256	0.99952	Who is Steel Kit?	The popular sailor on Town-Ho who leads a mutiny on board. He makes secret plans to kill Radney, the most hated mate on the Town-Ho.	426
	205	0.00000	When Ahab has the blacksmith make a special harpoon for Moby Dick, what does Ahab give him for the metal?	Nails from racehorse shoes.	358
	397	0.00000	Which crewmember uses a turban made that is made from his own hair?	Fedallah.	295
	358	0.00000	What material does Ahab give the blacksmith out of which to make a harpoon for Moby Dick?	Nails from racehorse shoes.	205
	197	0.00000	What shape does the ship's carpenter make Quequeeq's coffin?	A canoe.	400
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384

231	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	136	0.99832	Who are the Pequod's first, second, and third mates?	Starbuck, Stubb, Flask.	297
	297	0.34481	Who are Ahab's mates first to third?	Starbuck, Stubb, Flask.	136
	354	0.00002	What are the names of the first, second, and third mates' aboard the Pequod?	Starbuck, Stubb, Flask.	136
	293	0.00000	Who is the third mate?	Flask.	185
	183	0.00000	Who is the Pequod's Second Mate?	Stubb.	184
	262	0.00000	Who is the second mate on the Pequod?	Stubb.	183

136	Who are the Pequod's first, second, and third mates?	Starbuck, Stubb, Flask.	297
	231	0.99832	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	297	0.15616	Who are Ahab's mates first to third?	Starbuck, Stubb, Flask.	136
	354	0.00005	What are the names of the first, second, and third mates' aboard the Pequod?	Starbuck, Stubb, Flask.	136
	183	0.00000	Who is the Pequod's Second Mate?	Stubb.	184
	262	0.00000	Who is the second mate on the Pequod?	Stubb.	183
	293	0.00000	Who is the third mate?	Flask.	185

246	Who is Gabriel?	The self-appointed prophet on the ship, Jeroboam. He believes himself to be the incarnation of the Shaker God and he warns all the crewmembers on board about Moby Dick, the White Whale.	416
	416	0.99824	What about Gabriel?	He is a self-styled prophet on another ship, the Jeroboam. Believing himself to be the Shaker God incarnate, he influences all on board with his warnings about the White Whale.	246
	218	0.00000	When the crew encounter the crazed prophet Gabriel, what does Gabriel prophesize as Ahab's fate?	Dead and down there.	246
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	271	0.00000	Why does Ishmael claim that Nantucket has the largest empire in the world?	It owns the seas.	287
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162

416	What about Gabriel?	He is a self-styled prophet on another ship, the Jeroboam. Believing himself to be the Shaker God incarnate, he influences all on board with his warnings about the White Whale.	246
	246	0.99824	Who is Gabriel?	The self-appointed prophet on the ship, Jeroboam. He believes himself to be the incarnation of the Shaker God and he warns all the crewmembers on board about Moby Dick, the White Whale.	416
	218	0.00000	When the crew encounter the crazed prophet Gabriel, what does Gabriel prophesize as Ahab's fate?	Dead and down there.	246
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	271	0.00000	Why does Ishmael claim that Nantucket has the largest empire in the world?	It owns the seas.	287
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162

255	Who is Starbuck?	A Quaker from Nantucket who serves as the first mate to the captain on the Pequod. An intelligent and brave officer, he lives his life by Christian principles.	425
	425	0.99824	What about Starbuck?	He is a Nantucket Quaker serving as the first mate to the captain on the Pequod. He is intelligent and brave, and he lives according to Christian principles.	255
	298	0.00000	With what does Starbuck consider killing Ahab?	Musket.	213
	296	0.00000	What religion do Peleg, Bildad, and Starbuck share?	Quakerism.	196
	379	0.00000	What does Ahab do when Starbuck confronts him about leaking barrels of oil?	Ahab threatens Starbuck with a gun.	212
	203	0.00000	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool.	369
	369	0.00000	When Starbuck and Ahab talk about their families, what does Ahab say about his relentless quest?	A pathetic fool.	203

425	What about Starbuck?	He is a Nantucket Quaker serving as the first mate to the captain on the Pequod. He is intelligent and brave, and he lives according to Christian principles.	255
	255	0.99824	Who is Starbuck?	A Quaker from Nantucket who serves as the first mate to the captain on the Pequod. An intelligent and brave officer, he lives his life by Christian principles.	425
	298	0.00000	With what does Starbuck consider killing Ahab?	Musket.	213
	296	0.00000	What religion do Peleg, Bildad, and Starbuck share?	Quakerism.	196
	379	0.00000	What does Ahab do when Starbuck confronts him about leaking barrels of oil?	Ahab threatens Starbuck with a gun.	212
	203	0.00000	When Ahab and Starbuck talk about their families, how does Ahab see himself on his relentless quest?	A pathetic fool.	369
	369	0.00000	When Starbuck and Ahab talk about their families, what does Ahab say about his relentless quest?	A pathetic fool.	203

173	What is a 'specksynder'?	Chief Harpooner.	134
	334	0.99824	What is a 'specksynder'?	The chief harpooner and sometime captain.	134
	134	0.00000	There once was a time when the 'specksynder' or chief harpooner served as what?	The captain of the vessel.	334
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	231	0.00000	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162
	372	0.00000	Why do whaling ships burn a lot of lamps?	They have lots of whale oil.	270

334	What is a 'specksynder'?	The chief harpooner and sometime captain.	134
	173	0.99824	What is a 'specksynder'?	Chief Harpooner.	134
	134	0.00000	There once was a time when the 'specksynder' or chief harpooner served as what?	The captain of the vessel.	334
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	231	0.00000	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162
	372	0.00000	Why do whaling ships burn a lot of lamps?	They have lots of whale oil.	270

236	Who is Bulkington?	A quiet but dangerous sailor, whom Ishmael sees for the first time in the Spouter Inn. Later, Bulkington is Ishmael's shipmate on the whaling voyage.	413
	413	0.99824	What about Bulkington?	He is quiet but dangerous member of the crew, whom Ishmael sees for the first time in the Spouter Inn.	236
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384
	214	0.00000	When Tashtego nearly drowns, what is he trapped in?	A whale's head.	371
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	270	0.00000	Why are whaling ships always well-lit?	Free access to oil.	372
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162

248	Who is Mayhew?	The captain of the Jeroboam, who had sighted and chased Moby Dick. Mayhew meets Ahab and tells him how the whale had killed his mate, Macey, during the chase.	418
	418	0.99824	What about Mayhew?	He is the captain of the Jeroboam, who had sighted and chased Moby Dick. Mayhew meets Ahab and tells him how the whale had killed his mate, Macey, during the chase.	248
	134	0.00000	There once was a time when the 'specksynder' or chief harpooner served as what?	The captain of the vessel.	334
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	231	0.00000	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162
	372	0.00000	Why do whaling ships burn a lot of lamps?	They have lots of whale oil.	270

250	Who is Mrs. Hosea Hussey?	The irate wife of the innkeeper at 'Try Pots' in Nantucket. In the innkeeper's absence, she runs the affairs of the inn efficiently.	420
	420	0.99824	What about Mrs. Hosea Hussey?	She is the wife of the innkeeper at 'Try Pots' Inn, Nantucket, who runs the affairs of the inn efficiently when her husband is away.	250
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384
	130	0.00000	Queequeg is a native of what island?	Kokovoko.	330
	191	0.00000	What is the term for a whale that has already been harpooned or marked by the crew of a specific ship?	Fast-fish.	398
	249	0.00000	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.	419
	370	0.00000	With whome does Ishmael share a bed in New Bedford?	Queequeg.	182

254	Who is Radney?	The wicked and unjust mate on the Town-Ho. He is punished as though by divine providence when Moby Dick kills him.	424
	424	0.99824	What about Radney?	He is the wicked and unjust mate on the Town-Ho, punished as though by divine providence when Moby Dick kills him.	254
	214	0.00000	When Tashtego nearly drowns, what is he trapped in?	A whale's head.	371
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	231	0.00000	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	270	0.00000	Why are whaling ships always well-lit?	Free access to oil.	372
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162

413	What about Bulkington?	He is quiet but dangerous member of the crew, whom Ishmael sees for the first time in the Spouter Inn.	236
	236	0.99824	Who is Bulkington?	A quiet but dangerous sailor, whom Ishmael sees for the first time in the Spouter Inn. Later, Bulkington is Ishmael's shipmate on the whaling voyage.	413
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384
	214	0.00000	When Tashtego nearly drowns, what is he trapped in?	A whale's head.	371
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	270	0.00000	Why are whaling ships always well-lit?	Free access to oil.	372
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162

418	What about Mayhew?	He is the captain of the Jeroboam, who had sighted and chased Moby Dick. Mayhew meets Ahab and tells him how the whale had killed his mate, Macey, during the chase.	248
	248	0.99824	Who is Mayhew?	The captain of the Jeroboam, who had sighted and chased Moby Dick. Mayhew meets Ahab and tells him how the whale had killed his mate, Macey, during the chase.	418
	134	0.00000	There once was a time when the 'specksynder' or chief harpooner served as what?	The captain of the vessel.	334
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	231	0.00000	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	292	0.00000	Where is Ahab's scar that resembles a lightning bolt?	On Ahab's cheek.	162
	372	0.00000	Why do whaling ships burn a lot of lamps?	They have lots of whale oil.	270

420	What about Mrs. Hosea Hussey?	She is the wife of the innkeeper at 'Try Pots' Inn, Nantucket, who runs the affairs of the inn efficiently when her husband is away.	250
	250	0.99824	Who is Mrs. Hosea Hussey?	The irate wife of the innkeeper at 'Try Pots' in Nantucket. In the innkeeper's absence, she runs the affairs of the inn efficiently.	420
	210	0.00000	When Queequeg decorates the coffin that he'd had made, what does he use for the decoration?	His own tattoos.	384
	130	0.00000	Queequeg is a native of what island?	Kokovoko.	330
	191	0.00000	What is the term for a whale that has already been harpooned or marked by the crew of a specific ship?	Fast-fish.	398
	249	0.00000	Who is Moby Dick?	A giant and elusive white sperm whale. He serves as Captain Ahab's antagonist in the novel. Ahab's goal in life is to kill Moby Dick for having bitten off his leg.	419
	370	0.00000	With whome does Ishmael share a bed in New Bedford?	Queequeg.	182

424	What about Radney?	He is the wicked and unjust mate on the Town-Ho, punished as though by divine providence when Moby Dick kills him.	254
	254	0.99824	Who is Radney?	The wicked and unjust mate on the Town-Ho. He is punished as though by divine providence when Moby Dick kills him.	424
	214	0.00000	When Tashtego nearly drowns, what is he trapped in?	A whale's head.	371
	230	0.00000	Which was the first team to kill a whale?	Stubb and Tashtego.	390
	231	0.00000	Who are the first, second, and third mates?	Starbuck, Stubb, Flask.	136
	270	0.00000	Why are whaling ships always well-lit?	Free access to oil.	372
